,true_labels,predicted_labels
3367,17,17
56720,17,17
9197,17,17
6843,14,14
26280,8,8
56015,1,1
114795,8,8
103058,12,12
109173,17,17
77285,23,23
24378,29,29
78119,18,18
74436,18,18
23046,8,8
86276,8,8
41861,27,27
109093,17,17
27314,25,25
41894,17,17
9918,29,29
100778,12,12
62595,5,5
56372,17,17
74700,8,5
15835,29,17
123444,12,12
42069,18,18
10238,11,11
41744,17,17
95926,16,16
83131,17,17
20675,2,2
110429,3,3
106599,13,13
35460,25,25
92112,12,12
110134,3,3
32290,16,16
92697,3,3
33647,17,17
48325,8,8
24665,29,25
32537,17,17
92594,8,8
98269,0,0
85622,17,17
97546,17,17
54652,17,17
31203,18,18
96405,6,6
22648,17,17
84599,19,19
112514,12,12
109357,3,3
107989,17,17
42659,17,17
2280,5,5
86440,3,3
79891,8,8
48540,25,25
34900,18,18
66628,5,5
65348,8,8
16990,8,8
22663,17,17
35912,17,17
88401,12,12
46506,0,0
120275,17,17
118832,17,17
110817,8,8
123089,30,30
118437,11,11
115907,28,28
94191,15,15
69436,17,17
42449,24,24
72106,3,3
5216,17,24
121276,28,28
80475,21,21
93093,10,10
84830,17,17
84815,17,17
61981,17,17
62462,8,8
36747,12,17
81743,16,16
29801,5,5
40266,17,17
113993,26,26
31067,17,17
120033,6,6
58297,25,25
122100,5,5
77170,14,14
74576,8,8
41377,22,22
25327,23,23
52961,17,17
38781,17,17
114852,17,17
27743,8,8
45846,17,17
66751,30,30
67887,17,17
1517,2,8
118024,30,30
113784,13,13
108262,11,11
69667,17,17
60429,10,10
111385,21,21
57792,8,8
27016,22,22
11381,5,5
11704,18,18
37233,17,17
74110,5,5
109154,16,16
30943,16,16
40255,25,25
56944,12,12
20306,17,17
26063,25,25
21765,12,12
26618,17,17
96780,3,3
94323,19,19
62285,16,16
85933,20,20
114364,19,19
110604,30,30
22535,5,5
87583,17,17
8851,17,17
65419,17,17
49794,17,17
65972,18,18
27291,16,16
24528,17,17
14231,17,17
97907,8,8
93649,13,13
102585,4,4
89496,23,23
38347,11,11
89910,0,0
8231,28,28
44027,17,17
4818,17,17
90671,12,12
118677,12,12
7105,17,17
65987,27,27
29174,25,25
117876,7,7
10163,18,8
7316,17,17
53904,9,9
47469,1,1
105224,17,12
78354,17,17
104237,13,13
82380,5,5
4270,17,17
7242,8,8
52333,17,17
115046,5,12
33543,11,11
5851,21,21
58361,21,21
51908,17,17
36238,17,17
91107,16,16
20078,17,19
64525,17,17
32216,28,28
76198,17,17
77680,2,2
76123,17,17
7427,28,28
99753,26,26
77726,17,17
60366,17,17
33279,1,1
106924,13,13
48942,9,9
102725,10,10
1185,5,5
45757,17,17
80139,8,8
99504,17,17
110438,13,13
13387,17,28
18815,17,17
81215,8,8
41469,17,17
18387,5,5
65241,15,15
73896,23,23
113226,2,17
6351,17,17
11886,8,8
80681,15,5
7355,17,17
121929,12,12
118613,4,4
102050,18,18
101910,12,12
37294,23,23
9908,18,18
112072,21,21
118740,3,3
116307,15,15
58170,8,8
39981,28,16
92626,17,17
51004,17,17
63939,23,23
7748,16,16
107886,30,30
21982,17,17
88409,9,9
72096,27,27
101116,17,17
23243,17,17
35990,18,18
73806,17,17
7962,22,22
85108,27,27
20289,22,22
14038,17,17
70788,2,2
12258,2,2
104081,3,3
46227,8,8
79307,21,16
111139,7,7
115,17,17
57397,17,17
69176,15,15
90095,13,17
787,29,29
73713,13,13
101546,14,14
68770,8,8
95653,3,17
17524,29,29
110768,8,8
52294,17,17
82479,26,26
28029,1,8
16922,21,21
64718,2,2
17892,3,3
92636,21,21
29646,12,12
23869,17,17
49498,3,3
42740,17,17
23973,8,8
89885,13,13
109637,28,28
80062,12,12
51058,17,6
108688,15,17
3337,17,17
67109,1,1
18359,5,5
113169,8,8
96125,12,12
74304,15,15
64794,25,25
5210,17,17
15727,29,29
92228,3,3
29334,25,25
46466,18,18
35150,21,21
124710,4,4
32114,28,28
94038,3,3
88107,28,28
118565,0,0
84813,1,1
106333,23,23
13089,17,17
123175,30,30
75471,18,18
48952,2,2
29383,8,8
123189,12,12
8529,8,8
42827,17,17
75343,12,12
77587,3,3
67533,22,22
105836,12,23
22603,18,18
58522,2,2
9975,12,12
87836,30,30
73234,18,18
100774,26,26
54894,1,1
77122,2,2
22080,17,17
124725,20,20
63622,17,17
64993,17,17
90056,30,30
61564,8,8
90125,19,19
60822,26,26
78023,8,8
64485,8,8
101966,2,2
64939,17,17
36168,2,17
8776,28,28
54660,17,17
71417,2,2
23463,17,25
2734,8,8
111703,17,17
32263,17,17
109009,12,12
93601,27,27
109931,12,7
76867,17,17
104899,6,6
14196,18,18
72244,25,30
83085,8,8
25224,8,8
27295,12,12
8852,17,17
95472,17,17
68094,26,26
52103,2,2
24027,1,1
21109,17,17
23175,12,17
102743,17,17
42253,17,17
83977,27,27
66464,17,17
115833,21,21
39672,21,21
37324,12,12
49139,6,6
108330,8,8
111140,22,3
89656,13,17
89806,4,4
105628,12,12
90579,7,7
80577,16,28
55109,25,25
27300,12,12
4975,24,24
74717,25,25
68938,17,5
15100,13,17
64962,8,8
47920,8,8
44658,17,17
18478,8,8
28139,5,5
57497,25,25
35758,25,25
22978,2,2
35012,25,25
60226,26,26
47680,23,23
7520,29,29
18829,29,29
120793,9,16
113623,4,4
95890,8,8
74939,15,15
115892,30,30
93073,4,4
84319,15,15
70646,25,25
52081,8,8
107774,17,17
109861,12,12
70508,28,28
72695,17,17
111681,11,11
33372,17,17
23020,17,17
99690,12,12
92836,4,4
4900,17,17
97264,17,17
80348,0,0
100437,13,13
60838,17,17
20683,8,8
73592,12,12
99466,17,17
97105,8,8
91163,15,17
6234,8,8
27724,17,17
85596,19,19
110000,3,3
80496,17,17
42920,2,2
35621,17,17
8581,17,17
70513,27,27
61734,5,5
21210,29,29
47525,17,17
105230,13,13
13059,29,25
117780,17,17
97150,12,12
100475,17,17
89145,26,26
21885,8,8
84265,8,8
124176,12,12
37963,25,25
12545,18,18
9500,8,8
304,17,17
105906,19,19
12909,12,12
82454,3,3
25396,29,29
3200,27,27
25947,16,16
38296,16,16
82314,5,5
7339,17,17
52397,28,28
101832,6,6
71065,17,17
41550,25,25
43075,8,8
80614,17,17
113675,17,17
7473,17,17
14964,17,17
101647,22,23
73470,8,8
72465,8,8
74692,8,8
5709,18,18
42395,17,17
67234,21,21
56962,17,17
10424,13,13
105652,23,23
96595,17,17
56047,22,22
15200,17,17
105256,3,3
83500,30,30
123356,26,26
114452,2,2
93799,3,3
7633,29,29
44412,17,17
106472,19,19
32098,8,8
38340,8,8
81590,6,6
106173,18,18
19393,17,17
81221,2,2
51416,9,9
52730,14,14
19670,17,17
110121,16,16
53935,17,17
62862,19,19
27983,17,17
44766,17,17
116013,17,17
105889,28,28
123342,28,28
117785,21,21
65631,3,3
47608,17,17
40598,17,17
15985,8,8
59161,21,21
34634,6,6
53563,13,13
100599,12,12
123578,11,11
44137,17,17
24167,16,16
40781,18,18
6456,8,8
88624,20,20
99816,20,9
93560,6,6
104275,0,0
70189,21,17
13814,29,29
99100,15,15
35556,25,25
23678,8,8
54865,6,6
56211,8,8
114731,18,18
56069,14,14
99213,12,12
45860,17,17
26024,25,25
1749,5,5
84012,12,12
37758,8,8
109666,2,2
108502,0,0
116073,16,16
40283,8,8
69056,8,8
37908,27,27
99877,4,4
44394,28,28
16667,17,17
44486,17,17
100205,2,2
15137,20,20
12078,17,17
98089,22,22
26693,16,16
68750,21,21
81346,4,4
72210,17,17
29308,17,17
24848,29,25
48439,19,19
36270,8,8
53005,4,17
56181,17,17
101557,21,21
108281,4,12
84315,26,26
20327,28,28
41207,17,17
89685,26,26
30909,12,12
54548,10,10
68180,21,21
8241,29,29
33838,17,17
47473,18,18
85056,17,17
15643,29,29
44136,18,18
34093,16,16
4568,29,29
21502,16,16
27759,16,16
59697,12,12
106954,6,6
105465,11,11
54088,3,3
40737,17,17
107704,12,12
105286,6,6
109670,8,8
91923,3,3
4832,5,8
34892,17,17
49244,21,21
45899,17,17
101854,17,17
7834,17,17
11334,17,17
190,17,17
3686,21,21
100860,17,17
43597,12,3
68808,27,27
38331,27,27
43138,5,5
69054,10,10
94225,21,21
113994,11,11
9430,12,12
47933,25,25
110755,19,19
92745,12,12
55865,16,16
27555,28,28
123617,19,19
31844,6,6
8683,17,17
38434,17,17
26750,25,25
55457,22,17
109062,30,30
102815,23,23
95181,21,21
1852,17,17
4280,17,17
8074,8,8
36858,8,8
43836,25,25
12064,8,8
41134,2,2
29451,2,2
105438,6,6
62921,16,16
36053,1,1
71335,17,17
109146,17,17
14731,17,17
9286,5,5
63022,3,3
50744,16,16
19534,17,17
47825,20,20
108131,4,4
108478,6,6
53055,21,21
83225,26,26
89240,12,12
112194,12,12
81866,2,2
38831,5,5
2132,28,28
16785,18,18
56014,18,18
65650,17,17
17708,7,7
123625,21,21
90154,11,11
39261,17,17
35937,17,17
72038,17,17
9561,8,8
68992,23,23
2439,17,17
123965,17,25
27842,8,8
50944,23,23
16095,28,28
108143,0,0
114751,3,17
121146,17,17
93374,3,3
43141,10,10
39053,17,4
26320,19,19
48107,10,10
2375,2,2
40762,17,17
115323,23,23
94265,15,15
68933,17,6
115519,30,30
106755,10,10
36075,17,17
16100,8,8
71970,17,17
40346,13,13
90117,20,20
48286,8,8
50312,8,8
122148,2,2
57783,17,17
17785,17,17
48946,30,30
118546,8,8
78685,8,28
73610,27,27
2448,17,17
54605,21,21
14000,16,16
104784,8,8
39145,27,27
16814,23,8
26454,17,17
56412,9,9
91768,6,6
75819,8,8
37176,2,2
54274,12,12
68964,16,16
116063,15,15
25254,29,29
54719,18,18
92291,17,17
43046,8,8
79447,21,21
108015,17,17
41640,6,6
24314,17,17
110080,10,10
54960,17,17
69418,20,20
14121,17,17
4927,29,29
11832,17,17
58426,12,12
120184,17,17
93125,12,12
10843,29,29
54876,8,8
84893,10,10
53689,3,3
46071,25,25
119487,8,8
108324,17,17
16018,29,29
48654,17,17
104633,3,3
50392,8,8
47297,24,24
118625,21,21
17380,17,17
19185,24,24
106500,5,22
119976,5,8
19161,17,17
66997,17,17
16861,11,11
54015,5,5
31148,17,17
37291,17,17
84038,23,23
112535,21,21
43106,17,17
112022,8,8
96403,6,17
86592,8,8
1275,6,6
11893,17,17
9937,13,17
81693,17,17
49405,25,25
119138,17,17
37578,22,22
7765,8,8
27845,2,2
44861,17,17
59684,4,17
59079,3,3
91139,12,12
37686,17,17
56534,24,24
84298,24,24
47721,5,5
16245,17,17
78951,8,8
75901,17,17
124803,11,11
3617,29,29
97402,26,26
47472,1,1
92671,19,19
123197,19,19
39297,16,16
34158,8,8
74132,28,28
30018,8,8
76978,17,17
3161,5,5
53671,19,19
22364,17,17
56695,17,17
19927,17,17
52099,17,6
23261,29,29
84415,6,6
117211,7,7
21084,15,15
27362,17,17
34987,15,15
117909,15,15
63272,3,3
37130,16,16
69771,2,2
106938,12,12
110428,16,16
53007,21,21
90310,9,9
67463,1,1
54871,20,17
10025,12,17
92976,19,19
104861,12,12
39699,11,11
24990,17,17
5649,17,17
121337,5,8
23865,12,12
59996,8,8
74834,8,8
14267,12,12
72710,4,4
86599,12,12
65011,13,13
95996,20,20
28729,25,25
70521,15,15
60547,11,20
108260,30,30
19000,2,2
34238,27,17
79840,3,17
80737,8,8
45323,11,11
70790,16,10
95009,8,5
80979,25,25
97574,19,17
45951,10,10
77498,17,17
38269,8,8
12734,17,17
26449,15,15
80830,25,30
75957,11,11
33940,27,27
57990,8,8
97647,8,8
52699,17,17
45142,8,8
35984,25,25
76395,10,10
21854,17,17
77033,17,17
88684,8,5
93378,9,9
5908,21,21
22182,5,5
121333,0,0
19757,3,3
114823,11,11
123619,26,26
66575,3,3
50395,21,21
73138,11,11
22349,18,18
100083,12,12
96725,22,22
1025,17,17
2687,5,17
109895,30,30
89275,27,27
75424,6,6
64163,17,17
8693,13,13
45067,17,17
87247,17,17
114493,4,17
59014,3,3
113982,28,28
36865,17,17
41796,17,17
13653,8,8
48082,5,28
1807,17,17
89875,11,5
43795,17,17
94295,16,16
19376,17,17
54958,2,2
54234,22,22
89078,30,12
124186,17,17
123740,3,3
989,5,5
12700,17,17
118397,30,30
15321,6,6
41077,1,1
8034,2,21
81340,2,17
60717,27,27
9341,8,8
122569,5,5
48970,17,17
99933,17,17
17689,1,1
50330,21,21
82519,17,17
17567,12,21
3804,17,17
14298,17,17
55056,9,9
44051,17,17
120669,8,8
19025,8,8
37164,17,17
124555,19,19
120709,15,15
110846,17,17
47008,6,6
86291,5,5
15275,17,17
20072,8,8
55632,25,25
51867,3,3
2989,15,8
64035,23,23
4545,8,8
116166,8,8
6330,17,17
21761,23,23
55889,3,17
86320,19,19
25452,25,25
86901,17,17
51062,14,14
64070,8,8
3945,18,18
13938,20,20
56854,17,17
80293,19,19
4878,8,21
52502,27,27
85902,21,21
98010,12,12
81375,17,17
31119,25,25
102669,6,2
13087,18,18
124686,17,17
7682,29,17
77016,5,5
79969,15,15
49143,17,15
1820,24,24
73989,6,6
52825,17,17
112330,26,26
34231,17,17
31737,17,17
81524,17,17
107618,12,12
33413,17,17
51809,3,3
55605,8,8
105837,17,17
35839,16,16
23609,17,17
43624,8,8
27537,14,14
78153,15,17
62954,17,17
79274,17,17
86782,8,8
97044,18,18
56934,15,15
81683,8,8
31550,25,25
37898,25,17
74105,20,20
25546,29,29
109740,17,17
108709,17,17
103095,30,30
42288,17,17
105624,22,22
13858,16,16
123947,17,17
11541,22,22
102889,17,17
107073,12,12
19284,18,18
74929,2,2
93605,9,9
26094,27,27
76583,12,12
83837,17,17
75245,8,8
42815,12,12
8684,18,18
29561,3,3
63650,17,17
36962,17,17
92147,13,13
123321,23,23
53057,15,15
89251,26,26
37722,5,5
63802,17,17
114677,3,3
36908,17,17
12799,5,5
44578,5,5
102143,12,2
53056,18,18
14875,17,17
59456,17,17
13506,12,12
103788,9,9
43708,5,5
67232,17,17
24804,16,16
18379,17,17
55492,18,18
54092,25,25
21898,12,12
35420,5,5
62748,8,8
22519,23,23
108033,17,17
28744,21,21
52820,8,8
83202,1,1
59462,21,21
7027,18,18
47590,17,17
67693,8,8
100987,13,13
4083,8,8
107432,10,10
29728,5,8
93719,7,7
52811,17,17
3113,18,18
38543,17,17
69523,10,10
43122,17,17
20068,17,17
90261,30,30
72859,25,25
9358,18,18
18265,17,17
42102,2,2
949,17,17
13101,17,17
65682,8,8
29772,11,11
79505,16,16
4129,2,2
69094,16,16
50520,8,5
74450,3,3
41533,28,28
41038,17,17
54991,17,17
56587,2,2
98334,28,28
85396,8,17
113520,5,5
52403,17,17
97385,3,3
114864,17,17
119343,5,5
75106,10,10
2783,29,29
90295,28,28
90468,26,26
80607,12,12
81643,9,9
78289,17,17
64677,17,17
24338,6,17
186,21,21
89437,2,2
103114,26,26
89416,10,10
122313,3,3
6266,21,21
93585,15,15
98427,28,28
67760,21,21
79394,17,17
42751,8,8
55507,17,17
77626,8,8
52782,17,17
88775,17,17
45535,2,2
17965,26,26
116427,20,20
92923,23,23
65513,8,8
72738,6,6
119820,23,23
84642,25,25
33480,5,5
82442,23,23
55418,16,16
2685,5,5
95650,18,18
96527,17,17
5595,17,17
42509,14,17
114176,5,5
106057,17,17
120013,30,17
113575,18,18
4851,17,17
57269,17,17
86247,18,18
47412,19,19
124070,18,18
57368,12,12
76157,17,17
87689,17,17
40165,25,17
123409,6,6
106378,17,17
33456,22,22
18000,17,17
29221,17,17
112045,8,8
15152,17,17
60836,17,17
80086,2,2
46044,5,5
75968,11,11
115224,0,0
39609,17,17
24499,17,17
95274,18,18
82350,17,17
51264,25,25
73033,24,24
8696,8,5
9994,5,5
39168,17,17
109024,8,8
122183,11,11
95921,9,9
41509,18,18
82835,3,3
82973,27,27
107272,0,0
65044,17,17
70516,8,17
72385,17,17
2271,2,2
122290,0,0
102902,17,17
13915,17,17
77308,17,17
86305,8,8
47570,14,14
23062,18,18
41695,17,17
15594,2,2
120719,22,22
2285,28,8
34809,16,16
82111,8,8
109932,13,13
68420,17,17
67358,17,17
86749,3,3
105085,2,2
21240,28,28
37837,19,19
85253,14,14
6597,8,8
91842,16,16
109280,2,2
76219,8,8
64901,5,5
83643,17,17
11796,17,17
90180,8,8
18491,18,18
1002,29,29
87869,26,26
90338,12,12
113141,8,8
6232,8,8
4813,29,29
48019,6,6
110512,13,28
18400,18,17
57206,3,3
120756,21,21
20500,17,17
45947,14,14
107064,17,17
39972,10,10
19013,28,28
10790,18,18
7876,17,17
33308,17,17
102377,17,17
119880,11,11
63316,17,17
19555,17,17
66306,16,8
94703,8,13
95487,26,26
41974,25,29
36354,16,16
54536,27,27
45697,22,22
86139,1,1
67668,17,17
90552,17,17
60239,3,12
11404,18,18
38264,16,16
124053,12,12
25007,8,8
100644,17,17
123275,12,12
100818,12,28
52472,23,23
10341,27,27
93777,30,12
63916,2,2
30818,23,23
2062,8,8
30515,28,28
110075,28,28
111918,18,18
37546,25,25
37390,8,8
64812,26,26
37511,17,17
71583,8,8
77094,27,27
105105,26,26
107342,17,17
68852,8,8
105629,19,19
101829,9,9
58443,8,8
118370,3,3
65692,17,17
10744,29,17
44817,17,17
62262,17,17
6432,17,17
11778,21,21
12753,13,13
117675,17,18
24672,17,17
25417,17,17
56508,25,28
68129,17,17
110248,8,8
123955,13,28
72241,25,25
80349,16,16
40202,17,17
95160,13,13
62840,25,25
43186,25,17
90776,22,22
38359,2,2
118495,6,6
83134,5,5
124931,17,17
44540,8,8
63517,18,18
70395,25,25
41314,3,3
62757,21,21
100678,8,8
91421,30,30
23207,12,17
71069,17,17
124436,19,19
51614,17,17
123093,12,12
29358,17,17
16816,20,20
2888,17,17
78244,19,19
82771,25,25
95781,15,15
70397,17,17
18041,19,19
116491,30,30
100789,21,21
90663,3,12
24991,17,17
83907,21,21
57447,12,12
106517,8,8
33360,8,8
80256,18,18
112381,0,0
17877,11,11
49321,16,16
64664,17,17
97949,8,8
121460,0,0
78855,17,17
41810,17,17
6091,17,17
7515,18,18
91172,28,28
72935,2,2
124674,13,13
29294,3,3
117888,4,4
81360,10,10
90300,16,16
114748,12,12
68401,17,17
95484,26,26
120663,3,3
122690,28,28
71866,17,17
16695,15,17
99036,20,20
3701,17,17
65969,17,17
85964,19,19
109679,6,6
85080,20,20
1424,8,8
65586,17,17
69223,17,29
66667,8,8
58487,12,12
88331,6,6
97880,16,16
2401,7,7
58626,13,15
88549,4,4
120653,3,3
32987,16,16
96023,22,22
4064,17,17
61655,11,11
28640,25,25
123687,19,19
1586,17,17
100385,20,20
104424,12,12
1107,17,17
117929,19,19
122145,30,30
69960,17,17
95272,12,12
17006,29,29
37585,17,17
47957,2,2
109712,17,15
106628,3,3
15513,12,12
84696,11,11
38806,12,12
4281,29,29
41463,8,8
54372,11,11
121192,3,3
66212,8,8
59088,17,17
38691,16,16
60320,24,17
115696,20,20
91870,3,3
98131,30,30
171,8,8
121561,28,28
45010,8,8
59109,12,12
15832,17,17
93041,13,17
51292,8,8
46130,17,17
8954,17,17
12250,17,17
80679,17,17
86996,17,17
98466,15,15
118995,30,30
69547,17,11
46191,17,17
22675,2,2
44365,17,17
115795,17,17
37270,17,17
54805,21,21
93992,5,5
67521,17,17
92183,10,17
118801,17,17
29568,8,8
45544,18,18
1522,8,8
24728,8,8
39622,4,4
86935,17,17
113983,12,12
119133,9,12
107380,17,17
117030,11,11
31895,17,17
31689,5,5
7104,2,2
95546,17,17
103101,10,11
70159,24,24
85494,17,17
6763,29,29
76728,16,16
29981,28,28
93048,22,22
74009,15,15
74808,21,21
65804,2,2
13314,17,17
86385,12,12
3059,2,2
116528,3,3
117223,14,14
67176,21,20
25965,26,26
105799,17,17
6062,8,8
40110,8,8
68940,11,11
59646,28,28
89246,6,6
17983,23,23
75960,8,8
12640,19,19
6270,8,8
122973,12,12
42433,19,19
81347,3,3
80902,17,17
89498,14,14
30686,8,8
32610,27,27
73200,17,17
74204,17,17
9789,29,29
76070,5,5
14532,18,18
35323,17,17
21678,15,15
24456,8,8
108136,8,8
41890,17,17
16367,29,11
99562,8,8
62687,3,12
110661,13,13
18338,17,17
25057,11,11
102433,17,17
46872,17,17
70045,8,8
102303,17,17
37740,8,8
92157,23,23
15750,17,17
117314,4,4
75161,17,17
50567,25,25
91364,10,10
22520,29,29
47169,17,17
60511,17,17
9155,23,23
52149,17,17
713,8,8
44967,17,17
33137,18,18
54926,17,17
13098,28,28
64281,12,12
103721,8,8
112358,17,17
55587,1,1
93497,17,17
51563,3,3
21062,17,17
109604,17,17
65493,25,25
88142,17,17
1449,8,8
121885,6,6
100618,17,17
10654,17,17
85671,21,21
39717,5,5
79427,8,8
23024,17,17
99409,18,18
89596,8,8
55893,10,10
60893,8,8
23335,17,17
100908,6,6
23285,17,17
49735,25,25
70866,17,17
17214,17,17
24008,15,15
60525,11,11
31069,5,5
24852,18,18
74014,27,27
28083,5,5
15110,17,17
102195,15,15
37852,0,0
22404,8,8
58554,3,17
40872,17,17
101633,28,28
24545,13,13
41007,12,12
76520,17,17
110401,12,2
114398,28,28
1860,17,17
114719,17,17
59360,8,0
87289,2,13
88650,26,26
77887,25,25
18657,17,17
68609,25,25
20603,17,17
28021,18,18
29776,25,25
90114,17,17
61428,3,3
79127,19,19
111152,19,19
1387,28,8
56727,17,17
44922,27,27
119971,16,16
104075,30,17
80324,25,25
77370,8,8
24828,19,19
25400,15,17
56637,17,17
4050,17,5
122010,17,17
117811,8,8
10765,17,17
73060,8,2
111753,17,17
122433,9,9
54759,6,6
75031,8,8
72513,12,12
119757,12,12
30754,2,2
87130,17,17
53524,17,17
108176,8,8
84060,15,15
5748,21,21
37364,2,2
48748,26,26
25742,8,8
2442,17,17
98684,26,26
50778,18,18
64970,20,20
119495,21,21
121629,9,9
6537,17,17
50671,16,16
64779,17,17
2938,17,17
48772,25,25
64615,8,8
101118,30,30
106799,4,4
46005,10,3
95438,13,13
82703,8,8
16429,17,17
114935,18,18
87349,16,13
64625,8,8
109924,12,12
100429,12,12
76694,17,17
77894,17,8
117968,15,15
56304,17,17
105728,6,17
46581,25,25
76879,2,2
38080,18,18
94513,17,17
49196,17,17
65420,27,27
35213,25,25
119706,26,26
24181,18,18
88157,10,10
89372,12,12
22992,17,17
26683,8,8
29625,25,19
118804,11,11
73621,13,16
87473,2,17
119106,11,11
121053,6,6
97337,11,11
78216,17,17
399,17,17
95693,8,8
123689,0,0
78965,21,21
83742,20,20
37730,2,8
6203,8,8
78728,21,21
9026,5,5
35823,17,17
20980,29,25
34466,17,17
23282,16,16
51558,8,8
20508,18,17
120019,11,11
63433,24,24
74730,25,25
7077,8,8
106838,26,26
34119,17,17
23697,17,17
29489,5,5
108092,12,12
23469,16,16
46856,2,21
68556,12,12
104342,19,19
1146,17,17
35563,13,8
25148,11,11
2756,8,8
82332,18,18
56106,19,18
6404,27,27
52531,17,17
112926,17,17
6767,17,17
29964,2,2
82547,8,8
76683,17,17
112974,12,12
97122,6,6
108246,8,8
55888,25,25
83051,18,18
8518,1,1
62773,28,28
86565,30,30
78560,4,4
14825,17,17
122457,17,17
74664,20,20
71924,28,28
102310,19,12
27212,7,7
45171,17,17
109502,12,12
13235,28,28
87396,17,17
74026,8,17
91416,21,21
19218,8,8
16884,17,17
25582,29,29
9187,15,2
13896,22,22
3842,17,17
103685,12,12
13370,8,8
52353,6,6
12456,17,17
100466,17,17
92110,7,7
74438,5,5
51193,2,2
31717,28,28
16986,22,22
106923,16,16
111014,0,0
105151,5,16
120716,17,17
103403,0,0
49169,22,22
64492,18,17
116760,21,21
27942,17,17
20441,12,12
63028,8,8
84027,25,25
33740,16,16
72334,23,23
96456,16,16
63120,17,17
120998,3,3
31255,17,17
101201,30,30
81097,8,8
60677,12,12
57011,2,2
30317,26,26
39002,25,25
51068,2,2
81021,17,17
58069,25,3
33584,14,8
62266,17,17
34107,2,2
97262,11,11
62111,10,10
51251,21,21
90645,30,30
51144,21,21
66849,27,27
23771,12,12
34007,25,25
66035,6,6
51261,18,18
95544,16,16
89327,23,23
25779,16,16
51266,21,21
67548,24,24
42834,17,17
5348,29,29
94868,13,13
75938,8,8
72164,25,25
98749,17,17
107198,20,20
38412,17,17
113228,17,17
15974,3,3
32015,17,17
82449,20,20
15477,4,4
121658,26,26
47925,17,17
42504,2,2
36254,17,17
43486,8,8
1284,17,17
14471,29,29
101063,30,30
13139,7,7
62390,17,17
53597,8,8
17867,11,11
2137,6,6
120418,19,19
22994,2,2
86197,16,16
45446,8,8
100313,22,22
94770,28,28
55287,3,3
88502,17,17
120865,8,8
8600,27,27
44129,8,8
119765,15,15
81173,8,8
87607,19,19
47858,13,13
29130,17,17
116840,8,8
39778,17,17
3167,17,17
96737,30,30
55666,25,25
121758,17,24
78448,25,25
54076,25,25
84353,2,17
119073,3,3
31026,23,23
5579,14,14
72092,26,26
35741,1,1
109245,12,12
84233,17,17
10791,8,8
84708,17,18
76321,3,3
82477,17,17
108774,26,26
13134,17,17
98111,3,3
1199,8,8
85012,17,17
80847,25,25
74213,2,2
105325,27,27
63040,20,20
91548,2,2
121328,2,5
8841,29,17
21748,17,17
17848,23,23
44973,16,8
32462,28,17
116824,16,16
80660,28,28
120250,17,17
74303,15,15
5843,18,18
104048,2,2
87656,23,23
77769,17,17
25058,19,19
12503,29,29
66688,8,8
29360,17,17
112980,2,2
29222,17,17
94545,26,26
65690,26,26
16051,17,17
66907,8,1
58163,21,21
79325,8,8
34115,17,17
78188,17,17
42577,17,17
7875,29,29
10201,28,8
113201,30,30
16293,29,30
92219,10,10
42274,2,2
3885,5,5
5799,8,8
81612,25,25
95703,6,6
92831,8,8
6956,17,17
99673,8,8
36712,25,25
38534,3,3
55816,15,15
69929,16,16
100277,28,28
13121,22,22
34733,16,16
66450,11,11
89799,3,3
122129,28,28
102948,22,22
67283,27,27
36353,8,8
59366,9,9
106523,12,12
72344,17,17
19114,6,6
60913,17,17
53922,17,17
117006,8,8
97569,11,11
33023,15,17
100765,30,30
84680,12,12
18092,16,16
33423,16,16
39161,17,17
110259,12,12
38556,25,25
70090,8,8
85128,1,1
116653,12,12
651,17,17
70339,8,8
85479,24,24
115730,8,8
4639,5,5
29788,21,21
80273,8,8
119001,30,30
67721,10,17
35676,17,17
89226,30,30
77011,8,8
20452,17,17
99739,12,12
11661,8,8
16062,17,17
11014,17,17
79773,17,17
97119,17,17
23651,13,13
85258,19,19
63104,17,17
54135,14,14
23381,17,17
